-1.04308e-07,0.19509,0.382684,0.55557,0.707107,0.831469,0.923879,0.980785,1,0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,-4.47035e-08,-0.19509,-0.382683,-0.55557,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,
0.19509,0.382683,0.55557,0.707106,0.831469,0.923879,0.980785,1,0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,-1.68234e-07,-0.195091,-0.382683,-0.55557,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,2.48999e-07,
0.382684,0.55557,0.707107,0.831469,0.923879,0.980785,1,0.980785,0.923879,0.83147,0.707106,0.55557,0.382683,0.19509,-2.5318e-07,-0.195091,-0.382684,-0.55557,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,4.02472e-07,0.195091,
0.55557,0.707107,0.83147,0.923879,0.980785,1,0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,-8.40742e-08,-0.195091,-0.382683,-0.55557,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,2.13949e-07,0.195091,0.382684,
0.707107,0.83147,0.923879,0.980785,1,0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,-6.35559e-08,-0.19509,-0.382683,-0.55557,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,1.74863e-07,0.195091,0.382684,0.55557,
0.831469,0.923879,0.980785,0.999999,0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,3.05298e-08,-0.195091,-0.382683,-0.55557,-0.707107,-0.831469,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,2.09344e-07,0.195091,0.382683,0.55557,0.707106,
0.923879,0.980785,0.999999,0.980785,0.923879,0.831469,0.707106,0.55557,0.382683,0.19509,-3.34155e-07,-0.19509,-0.382683,-0.55557,-0.707107,-0.831469,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,3.81101e-07,0.195091,0.382684,0.55557,0.707106,0.831469,
0.980785,1,0.980785,0.923879,0.831469,0.707106,0.55557,0.382683,0.19509,1.19174e-08,-0.195091,-0.382684,-0.55557,-0.707107,-0.831469,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,2.50336e-07,0.195091,0.382684,0.55557,0.707107,0.831469,0.923879,
1,0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,-8.9407e-08,-0.19509,-0.382684,-0.55557,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382684,-0.19509,1.49012e-07,0.19509,0.382684,0.555571,0.707107,0.83147,0.92388,0.980785,
0.980785,0.923879,0.831469,0.707107,0.55557,0.382683,0.19509,-5.32994e-08,-0.19509,-0.382683,-0.555571,-0.707107,-0.83147,-0.923879,-0.980785,-1,-0.980785,-0.923879,-0.831469,-0.707106,-0.55557,-0.382683,-0.19509,1.85119e-07,0.195091,0.382684,0.55557,0.707107,0.83147,0.923879,0.980785,1,
